lon,lat,distance_km,x_santiago_km,relief_m,resolution
-75.55795148247978,-33.45891,412.07934613645267,-454.1442815807039,-4303.096140970363,01m
-75.53638814016172,-33.45891,414.07973131187345,-452.14389640169543,-4231.747659299165,01m
-75.51482479784366,-33.45891,416.080116487293,-450.14351122268704,-4186.355450134771,01m
-75.49326145552561,-33.45891,418.0805016627114,-448.14312604367996,-4191.529884097036,01m
-75.47169811320755,-33.45891,420.080886838131,-446.14274086467157,-4193.285073584908,01m
-75.45013477088949,-33.45891,422.0812720135506,-444.1423556856632,-4176.840032075475,01m
-75.42857142857143,-33.45891,424.08165718897015,-442.1419705066548,-4162.336885714288,01m
-75.40700808625337,-33.45891,426.08204236439093,-440.14158532764634,-4165.45051644205,01m
-75.38544474393531,-33.45891,428.0824275398105,-438.14120014863795,-4089.740970350406,01m
-75.36388140161725,-33.45891,430.0828127152301,-436.14081496962956,-4079.3711145552943,01m
-75.34231805929919,-33.45891,432.08319789064967,-434.14042979062117,-4156.05888706202,01m
-75.32075471698113,-33.45891,434.08358306606925,-432.1400446116128,-4218.632515094349,01m
-75.29919137466307,-33.45891,436.08396824148883,-430.13965943260433,-4248.990442318059,01m
-75.277628032345,-33.45891,438.0843534169096,-428.13927425359594,-4252.905650404311,01m
-75.25606469002696,-33.45891,440.084738592328,-426.13888907458886,-4255.33063692722,01m
-75.2345013477089,-33.45891,442.0851237677476,-424.13850389558047,-4268.617333692712,01m
-75.21293800539084,-33.45891,444.08550894316716,-422.13811871657214,-4323.183933692724,01m
-75.19137466307278,-33.45891,446.08589411858674,-420.13773353756375,-4342.4638388140165,01m
-75.16981132075472,-33.45891,448.0862792940063,-418.13734835855536,-4305.840777358466,01m
-75.14824797843666,-33.45891,450.0866644694271,-416.13696317954697,-4239.664457951461,01m
-75.1266846361186,-33.45891,452.0870496448467,-414.1365780005385,-4178.579953369266,01m
-75.10512129380054,-33.45891,454.08743482026625,-412.13619282153013,-4144.80884932613,01m
-75.08355795148248,-33.45891,456.08781999568583,-410.13580764252174,-4141.638577088949,01m
-75.06199460916442,-33.45891,458.0882051711054,-408.13542246351335,-4176.368322911068,01m
-75.04043126684635,-33.45891,460.0885903465262,-406.13503728450496,-4215.116993261463,01m
-75.01886792452831,-33.45891,462.0889755219446,-404.1346521054979,-4216.3727226415185,01m
-74.99730458221025,-33.45891,464.08936069736416,-402.1342669264895,-4175.772706738552,01m
-74.97574123989219,-33.45891,466.08974587278374,-400.13388174748104,-4105.249683557974,01m
-74.95417789757413,-33.45891,468.0901310482033,-398.13349656847265,-4027.3122765498447,01m
-74.93261455525607,-33.45891,470.0905162236229,-396.13311138946426,-3975.790529919136,01m
-74.911051212938,-33.45891,472.0909013990437,-394.13272621045587,-3961.8810663072786,01m
-74.88948787061994,-33.45891,474.09128657446325,-392.1323410314475,-3965.8378544474444,01m
-74.86792452830188,-33.45891,476.09167174988283,-390.13195585243903,-3975.2004735849105,01m
-74.84636118598382,-33.45891,478.0920569253024,-388.1315706734307,-3981.7681676549882,01m
-74.82479784366576,-33.45891,480.092442100722,-386.1311854944223,-3975.1351730458227,01m
-74.8032345013477,-33.45891,482.0928272761416,-384.1308003154139,-3958.8793283018913,01m
-74.78167115902966,-33.45891,484.09321245156116,-382.13041513640684,-3940.2771326145685,01m
-74.7601078167116,-33.45891,486.09359762698074,-380.13002995739845,-3892.7068393531363,01m
-74.73854447439354,-33.45891,488.0939828024003,-378.12964477839006,-3801.288749056604,01m
-74.71698113207547,-33.45891,490.0943679778199,-376.12925959938167,-3706.2737150943603,01m
-74.69541778975741,-33.45891,492.0947531532395,-374.1288744203732,-3987.3269016172385,01m
-74.67385444743935,-33.45891,494.09513832865906,-372.12848924136483,-4049.537947978456,01m
-74.6522911051213,-33.45891,496.09552350407984,-370.12810406235644,-4083.97727951483,01m
-74.63072776280323,-33.45891,498.0959086794994,-368.12771888334805,-4097.307422641502,01m
-74.60916442048517,-33.45891,500.096293854919,-366.12733370433966,-4087.0508628032303,01m
-74.58760107816711,-33.45891,502.0966790303386,-364.1269485253312,-4068.998832614542,01m
-74.56603773584905,-33.45891,504.09706420575816,-362.1265633463228,-4006.193360377343,01m
-74.544474393531,-33.45891,506.09744938117655,-360.12617816731574,-3967.6536735849036,01m
-74.52291105121294,-33.45891,508.0978345565973,-358.12579298830735,-3924.066775471707,01m
