custom_site_id,lon,lat,value
66j8jvds,-70.75919,-33.7191,-0.19217549264431003
66j8jvwe,-70.7538,-33.71917,-0.17289198935031888
66j8njde,-70.7484,-33.71925,-0.17298649251461032
66j8njwd,-70.74301,-33.71933,-0.16606351733207708
66j8nmd6,-70.73761,-33.7194,-0.1622555032372475
66j8nmw3,-70.73222,-33.71948,-0.15643101185560232
66j8ntd3,-70.72682,-33.71955,-0.14770900458097463
66j8ntw0,-70.72143,-33.71963,-0.14539450407028198
66j8nvd0,-70.71604,-33.7197,-0.1438390091061592
66j8nvw0,-70.71064,-33.71978,-0.1205909997224808
66j8pj6p,-70.70525,-33.71985,-0.11759650707244873
66j8pjmz,-70.69985,-33.71993,-0.10820849239826208
66j8pm3y,-70.69446,-33.72,-0.0957689881324768
66j8pmmy,-70.68906,-33.72008,-0.10493800044059753
66j8pt3t,-70.68367,-33.72015,-0.10098299384117132
66j8ptmt,-70.67828,-33.72022,-0.0860544890165329
66j8pv3t,-70.67288,-33.7203,-0.0736159980297088
66j8pvms,-70.66749,-33.72037,-0.0832075029611587
66jb0j3k,-70.66209,-33.72044,-0.09558851271867752
66jb0jm7,-70.6567,-33.72051,-0.09634400159120562
66jb0m37,-70.6513,-33.72059,-0.08537999540567398
66jb0mm4,-70.64591,-33.72066,-0.07728748768568042
66jb0t34,-70.64051,-33.72073,-0.0753369927406311
66jb0tm4,-70.63512,-33.7208,-0.07028000056743627
66jb0v31,-70.62973,-33.72087,-0.06483600288629532
66jb0vkc,-70.62433,-33.72094,-0.0594445019960404
66jb1j2b,-70.61894,-33.72102,-0.047173008322715704
66jb1jkb,-70.61354,-33.72108,-0.04005599021911621
66jb1m28,-70.60815,-33.72116,-0.029504016041755732
66jb1mhx,-70.60275,-33.72123,-0.02494999766349798
66jb1t0x,-70.59736,-33.7213,-0.014748990535736084
66jb1thw,-70.59196,-33.72137,0.005989506840705872
66jb1v0q,-70.58657,-33.72144,0.014072984457015991
66jb1vhq,-70.58117,-33.7215,0.028483018279075567
66jb4j0m,-70.57578,-33.72157,0.11932499706745148
66jb4jhj,-70.57038,-33.72164,0.1262290179729461
66jb4m0h,-70.56499,-33.72171,0.15999498963356018
66jb4mhh,-70.5596,-33.72178,0.16219601035118103
66jb4mpg,-70.5542,-33.72185,0.19536250829696655
66jb4t5g,-70.54881,-33.72191,0.17914697527885437
66jb4tpg,-70.54341,-33.72198,0.10503900051116943
66jb4v5f,-70.53802,-33.72205,0.10323898494243622
66jb4vpd,-70.53262,-33.72212,0.16637700796127314
66jb5j5d,-70.52723,-33.72218,0.1625400185585022
66jb5jp9,-70.52183,-33.72225,0.17008750140666962
66jb5m53,-70.51644,-33.72232,0.17773550748825073
66jb5mp2,-70.51104,-33.72238,0.16920949518680567
66jb5t52,-70.50565,-33.72245,0.18637500703334808
66jb5tp2,-70.50025,-33.72251,0.1919614970684052
66jb5ugp,-70.49486,-33.72258,0.1866699904203415
66j81qcr,-70.95865,-33.71158,-0.31021098792552954
66j81qvr,-70.95326,-33.71167,-0.3007364869117737
